ISSR_LGL_NAME,MarketingName,State,image_url_1
Mid-West National Life Insurance Company of Tennessee,,WI,"http://i.ebayimg.com/t/VINTAGE-PROMO-GIVE-AWAY-NATIONAL-LIFE-AND-ACCIDENT-INSURANCE-COMPANY-SEWING-KIT-/00/s/MTYwMFgxNDcw/$(KGrHqNHJBEE9ps,tP3nBPb!PMG0u!~~60_57.JPG"
New Era Life Insurance Company,,NJ,http://www.medicareinsurancefinders.com/assets/images/logos.png
Freedom Life Insurance,,DE,http://www.mdpreferredservices.com/images/profiles/F55F-E-CMYK.jpg
The Chesapeake Life Insurance Company,,WY,http://www.trademarkia.com/logo-images/the-chesapeake-life-insurance-company/surebridge-covering-lifes-twists-and-turns-85269279.jpg
"CareFirst BlueChoice, Inc.",CareFirst BlueChoice,MD,https://provider.carefirst.com/carefirst-resources/css/images/logo.carefirst.png
Metropolitan Life Insurance Company,,AK,http://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Metlife_1970.png/180px-Metlife_1970.png
Trustmark Insurance Company,,CT,http://www.insurersreviewservices.com/carrier_logos/trustmark.gif
AultCare Insurance Company,AultCare Insurance Company,OH,http://www.aultcare.com/Handlers/Images.ashx?name=logo.jpg
Celtic Insurance Company,,NM,http://listtoptens.com/wp-content/uploads/2013/11/Best-Health-Insurance-Companies-US-Celtic-Insurance.jpg
Dentegra Insurance Company,,GA,http://logosdatabase.com/logoimages/76142836.jpg
"Blossman Gas, Inc.","Blossman Gas, Inc.",MS,http://www.knowpickens.com/spotlight/bimages/Blossman.jpg
Liberty National Life Insurance Co,,WI,http://www.preciseleads.com/images/integrationLogos/liberty-national-life-insurance.gif
Starr Indemnity & Liability Company,,KS,https://add.eaainsurance.org/images/StarrLogo_new.png
Assurity Life Insurance Company,,AZ,http://www.ranklogos.com/wp-content/uploads/2012/04/Assurity-Insurance-Logo.jpg
Kansas City Life Insurance Company,Kansas City Life Insurance Company,MO,http://upload.wikimedia.org/wikipedia/de/thumb/d/d8/Kansas_City_Life_Insurance_Company_Logo.svg/1280px-Kansas_City_Life_Insurance_Company_Logo.svg.png
Time Insurance Company,Assurant Health,ID,http://www.rehabilitation-center.org/wp-content/uploads/2012/08/Assurant-Health.jpg
American Specialty Health Insurance Company,ASH Insurance,HI,http://www.triplettfinancial.com/files/5460/ash%20logo%20long.jpg
Unified Life Insurance Company,,NJ,http://www.texaskidsfirst.com/images/ULIC-Logo.jpg
BCS Insurance Company,,WV,https://pbs.twimg.com/profile_images/1866386635/bcs_facebook_logo_400x400.jpg
Allianz Life Insurance Company of North America,,NV,http://scherrerfinancial.com/images/Allianz.gif
Mid-West National Life Insurance Company of Tennessee,,WV,"http://i.ebayimg.com/t/VINTAGE-PROMO-GIVE-AWAY-NATIONAL-LIFE-AND-ACCIDENT-INSURANCE-COMPANY-SEWING-KIT-/00/s/MTYwMFgxNDcw/$(KGrHqNHJBEE9ps,tP3nBPb!PMG0u!~~60_57.JPG"
NHP of Indiana LLC,Welborn Health Plans,IN,https://ssl.datamotion.com/forms/1165/WHP-Logo_color.gif
"Calnet, Inc",,VA,http://media.glassdoor.com/sqll/29357/calnet-squarelogo.png
Transamerica Life Insurance Company,,ID,http://www.medicaremall.com/wp-content/uploads/2011/02/transamerica-logo.png
"Delta Dental Plan of Arkansas, Inc.",Delta Dental of Arkansas,AR,http://www.benchmarkportal.com/system/files/images/logos/center-of-excellence-delta-dental-ar.jpg
American Heritage Life Insurance Company,,SC,http://www.ngai.net/wp-content/uploads/2011/04/family-heritage_logo-300x86.jpg
Allianz Life Insurance Company of North America,,MA,http://scherrerfinancial.com/images/Allianz.gif
Guarantee Trust Life Insurance Company,,MD,http://www.refugeinsurance.com/images/GTL%20logo.jpg
"Madison National Life Insurance Company, Inc.",,MN,http://www.ranklogos.com/wp-content/uploads/2012/04/Madison-National-Life-Insurance-Company-logo.jpg
Madison National Life,,ID,http://www.ranklogos.com/wp-content/uploads/2012/04/Madison-National-Life-Insurance-Company-logo.jpg
Transamerica Life Insurance Company,,MS,http://www.medicaremall.com/wp-content/uploads/2011/02/transamerica-logo.png
TRUASSURE INSURANCE COMPANY,TRUASSURE INSURANCE COMPANY,TN,
METRO METALS NORTHWEST INC,,OR,http://www.metrometalsnw.com/img/logo.jpg
"Oregon Dental Service, DBA Delta Dental Plan of Oregon",,OR,http://sherwooddental.com/wp-content/uploads/Sherwood_Dental_logo600.png
Renaissance Life & Health Insurance Company of America,Renaissance Dental,LA,http://s3.amazonaws.com/s3.consumersadvocate.org/mongo/companies/logos/530d/6294/7765/6239/7305/0000/original/Renaissance-Dental.jpg?1393393088
Companion Life Insurance Company,Companion Life Insurance Company,AR,http://www.newhorizonsmktg.com/images/CompanyLogos/companion-life.png
Globe Life and Accident Insurance Co,,WA,http://media.glassdoor.com/sqll/282144/globe-life-and-accident-insurance-company-squarelogo.png
Union Security Insurance Company,Assurant Employee Benefits,ME,http://www.assurantemployeebenefits.com/wps/themes/html/Assurant/assets/images/btns/logo.gif
Madison National Life,,NV,http://www.ranklogos.com/wp-content/uploads/2012/04/Madison-National-Life-Insurance-Company-logo.jpg
American Medical Security Life Insurance Company,,CO,http://medicareinsurancetexas.com/inc/images/logo-sentinel-life.jpg
Aetna Health Insurance Company,Aetna,MD,http://img.zanda.com/item/18070410000098/1024x768/Aetna_logo.jpg
State Farm Mutual Automobile Ins. Co.,,MD,http://www.knowmore.org/wiki/images/e/ed/State_Farm_Mutual_Automobile_Insurance_Company-logo.png
Philadelphia American Life Insurance Company,,ID,http://www.pijarinsurance.com/images/partners/philadelphia.jpg
Kansas City Life Insurance Company,Kansas City Life Insurance Company,SD,http://upload.wikimedia.org/wikipedia/de/thumb/d/d8/Kansas_City_Life_Insurance_Company_Logo.svg/1280px-Kansas_City_Life_Insurance_Company_Logo.svg.png
Reliance Standard Life Insurance Company,,DC,http://1.bp.blogspot.com/-ePt9eGy_V1I/T7qnQpXGsvI/AAAAAAAAHGA/lXrtEP7Zrx0/s1600/RELIANCE%2BSTANDARD.jpg
American Income Life Insurance Co,,ND,http://www.fopohio.org/images/AIL%20Logo.png
American Income Life Insurance Co,,FL,http://www.fopohio.org/images/AIL%20Logo.png
State Farm Mutual Automobile Ins. Co.,,NY,http://www.knowmore.org/wiki/images/e/ed/State_Farm_Mutual_Automobile_Insurance_Company-logo.png
"Everence Association, Inc","Everence Association, Inc",OR,http://www.everence.com/images/logo_everence.gif
MetLife Insurance Company of Connecticut,,CA,http://www.trademarkia.com/logo-images/metropolitan-life-insurance-company/metlife-investors-select-variable-annuity-77311426.jpg
"CommunityCare HMO, Inc.","CommunityCare HMO, Inc.",OK,https://www.myamerigroup.com/SiteCollectionImages/hplogo.png
Freedom Life Insurance,,CO,http://www.mdpreferredservices.com/images/profiles/F55F-E-CMYK.jpg
Renaissance Life & Health Insurance Company of America,Renaissance Dental,AL,http://s3.amazonaws.com/s3.consumersadvocate.org/mongo/companies/logos/530d/6294/7765/6239/7305/0000/original/Renaissance-Dental.jpg?1393393088
"Urban Retail Properties, LLC","Urban Retail Properties, LLC",IL,http://media.merchantcircle.com/37139774/55003_logo_final_full.jpeg
Reliance Standard Life Insurance Company,Reliance Standard Life Insurance Company ,AL,http://1.bp.blogspot.com/-ePt9eGy_V1I/T7qnQpXGsvI/AAAAAAAAHGA/lXrtEP7Zrx0/s1600/RELIANCE%2BSTANDARD.jpg
UnitedHealthcare Insurance Company,UnitedHealthcare,KY,http://wheelhc.com/assets/img/Major_Insurance_Plans_Logos/05-UnitedHealthCare.PNG
Principal Life Insurance Company,,MD,http://acceleratemn.com/wp-content/uploads/2012/03/principal+financial.jpg
Metropolitan Life Insurance Company,,ME,http://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Metlife_1970.png/180px-Metlife_1970.png
All Savers Insurance Company,,RI,https://myallsaversmember.com/filestore/%7B7151ca57-92be-41aa-8557-b09de24ee5dc%7D/CMS/Graphics/logo_member.png
United Teachers Associates,,ME,http://utaic.com/Portals/5/UTA_PMS_logo.png
Metropolitan Life Insurance Company,,PR,http://upload.wikimedia.org/wikipedia/en/thumb/e/e2/Metlife_1970.png/180px-Metlife_1970.png
Protective Life Corporation,,AL,http://bloximages.newyork1.vip.townnews.com/stltoday.com/content/tncms/assets/v3/editorial/0/c2/0c216363-5a62-5e32-a893-8c4302ea46c2/538fd48c023cd.preview-620.jpg
Freedom Life Insurance Company of America,,PA,http://www.mylesthurston.com/wp-content/uploads/2012/03/Financial-Freedom-1.jpg
"Delta Dental Plan of Indiana, Inc.",Delta Dental of Indiana,IN,https://www.deltadental.com/images/logo_delta_dental.gif
Globe Life and Accident Insurance Co,,PA,http://media.glassdoor.com/sqll/282144/globe-life-and-accident-insurance-company-squarelogo.png
Renaissance Life & Health Insurance Company of America,,DC,http://s3.amazonaws.com/s3.consumersadvocate.org/mongo/companies/logos/530d/6294/7765/6239/7305/0000/original/Renaissance-Dental.jpg?1393393088
ACE Property and Casualty Insurance Company,,OR,http://www.acegroup.com/assets/images/ace-logo.jpg
Ameritas Life Insurance Corp.,Ameritas Life Insurance Corp. ,AL,http://www.insurancelevel.com/company/logo/ameritas-life-ins.jpg
United American Insurance Co,,AZ,http://www.insurancelevel.com/company/logo/united-american.gif
Guarantee Trust Life Insurance Company,,MO,http://www.refugeinsurance.com/images/GTL%20logo.jpg
Unimerica Insurance Company,,WA,http://www.insurance-wholesalers.com/AetnaLogoColorproc.jpg
"National Union Fire Insurance Company of Pittsburgh, Pa.",,TN,http://www.sec.gov/Archives/edgar/containers/fix044/1087961/000119312506255339/g30533page12.jpg
"Humana Health Plan of Ohio, Inc.",,IN,http://www.gmkfreelogos.com/logos/H/img/Humana-1.gif
"Humana Insurance Company of Kentucky, Inc. ",,FL,http://www.insuranceproviders.com/Images/360healthbystate_doc_647d9071.jpg
Prudential Insurance Company of America,,GA,http://www.trademarkia.com/logo-images/prudential-insurance-company-of-america/prudential-center-77077075.jpg
Madison National Life Insurance Company,,VA,http://www.ranklogos.com/wp-content/uploads/2012/04/Madison-National-Life-Insurance-Company-logo.jpg
Central United Life Insurance Company,,MN,http://www.manhattanlife.com/Portals/0/LayerSlider3D/490/cul.png
New York Life Insurance Co.,,ME,http://logonoid.com/images/new-york-life-logo.png
Allianz Life Insurance Company of North America,,NJ,http://scherrerfinancial.com/images/Allianz.gif
UnitedHealthcare Life Insurance Company,American Medical Security Life Ins Co,WY,http://medicareinsurancetexas.com/inc/images/logo-sentinel-life.jpg
Mutual of Omaha Insurance Company,,AR,https://consumeraffairs.global.ssl.fastly.net/files/logos/mutual-of-omaha_logo_891.jpg
National Health Insurance Company,Small Group,AZ,http://www.creationswap.com/artwork/6/5/61/6561/6561_6561_5.jpg
Unified Life Insurance Company,,OH,http://www.texaskidsfirst.com/images/ULIC-Logo.jpg
Nationwide Life Insurance Company,,IL,http://asppamarketingkit.org/wp-content/uploads/2014/09/Nationwide_insurance_logo.jpg
National Health Insurance Company,Small Group,UT,http://www.creationswap.com/artwork/6/5/61/6561/6561_6561_5.jpg
Perico Life Insurance Company,,NE,http://www.trademarkia.com/services/logo.ashx?sid=85113855
AMERICAN COMMUNITY MUTUAL INSURANCE COMPANY,,MT,http://www.getyouradvantage.com/images/carrier-logos/American-Community.jpg
Nationwide Life Insurance Company,,VT,http://asppamarketingkit.org/wp-content/uploads/2014/09/Nationwide_insurance_logo.jpg
National Foundation Life Insurance Company,,CA,https://ektron.nationallifegroup.com/uploadedImages/Logo_NationalLifeGroup.jpg
Companion Life Insurance Company,Companion Life Insurance Company,RI,http://www.newhorizonsmktg.com/images/CompanyLogos/companion-life.png
Perico Life Insurance Company,,PA,http://www.trademarkia.com/services/logo.ashx?sid=85113855
Tufts Associated Health Maintenance Org,,MA,http://www.trademarkia.com/logo-images/tufts-associated-health-maintenance-organization/tufts-health-plan-75524298.jpg
Connecticut General Life Insurance Company,,ND,http://www.insurancelevel.com/company/logo/cigna.jpg
Starr Indemnity & Liability Company,,MD,https://add.eaainsurance.org/images/StarrLogo_new.png
Trustmark Insurance Company,,FL,http://www.insurersreviewservices.com/carrier_logos/trustmark.gif
CGI Prod Test Company 99,,VA,http://99only.com/wp-content/uploads/2014/01/99_BRAND_SLATES-01_biglogo.jpg
HCC Life Insurance Company,,MO,http://www.hcc.com/portals/0/subsites/hcclife/News/images/newlogo111_logo.gif
Time Insurance Company,Assurant Health,OK,http://www.rehabilitation-center.org/wp-content/uploads/2012/08/Assurant-Health.jpg
Evonik Corporation,,NJ,http://logok.org/wp-content/uploads/2014/10/Evonik-logo-and-wordmark-1024x768.png
Nationwide Life Insurance Company,,MT,http://asppamarketingkit.org/wp-content/uploads/2014/09/Nationwide_insurance_logo.jpg
"Thirty-One Gifts, LLC",Thirty-One Gifts,OH,http://media-cache-ec0.pinimg.com/736x/cb/d7/26/cbd7265c0fbf8796838e88eaf6d9d7ff.jpg
AMERICAN FIDELITY ASSURANCE COMPANY,,NM,http://www.insurancelevel.com/company/logo/american-fidelity.jpg
UNICARE Life & Health Insurance Company,,WV,http://www.nextdoorchiro.com/images/Insurance-Logos.jpg
Time Insurance Company,Assurant Health,NV,http://www.rehabilitation-center.org/wp-content/uploads/2012/08/Assurant-Health.jpg
City of Duncanville,,TX,http://www.guidebookamerica.com/tx/directory/north_texas/dallas_fort_worth/duncanville/ducanvillelogo.jpg
Priority Health Insurance Company (PHIC),Priority Health,MI,http://signaturechefsauctionkazoo.com/wp-content/uploads/2013/09/PriorityHealth-logo_2C_horizontal-011.jpg
Starr Indemnity & Liability Company,,OH,https://add.eaainsurance.org/images/StarrLogo_new.png
Premier Access Insurance Company,,IL,https://westernhealthadvantage.files.wordpress.com/2011/12/premieraccesslogo.jpg?w=300&h=188
Community Insurance Company(Anthem BCBS),Anthem Blue Cross and Blue Shield,OH,http://www.brandsoftheworld.com/sites/default/files/styles/logo-original-577x577/public/0019/0488/brand.gif
Reliance Standard Life Insurance Company,Reliance Standard Life Insurance Company ,ND,http://1.bp.blogspot.com/-ePt9eGy_V1I/T7qnQpXGsvI/AAAAAAAAHGA/lXrtEP7Zrx0/s1600/RELIANCE%2BSTANDARD.jpg
HM Life Insurance Company,,AZ,https://www.hmig.com/images/logos/hmig_notag.png
CGI test company 3,CGI Test Issuer 6,AZ,http://3.bp.blogspot.com/-6AOA3ACYmos/UPZGQCqEwYI/AAAAAAAAVnM/91uDFflFQEs/s1600/CGI+logo+2013.png
American Income Life Insurance Co,,KY,http://www.fopohio.org/images/AIL%20Logo.png
Central United Life Insurance Company,,NV,http://www.manhattanlife.com/Portals/0/LayerSlider3D/490/cul.png
First Allmerica Financial Life Ins. Co,,PR,http://www.insurancelevel.com/company/logo/allmerica-financial.gif
Health Net Life Insurance Company,Health Net Life Insurance Company,SC,http://premierhealthplansolutions.com/files/health-net.jpg
Guarantee Trust Life Insurance Company,,HI,http://www.refugeinsurance.com/images/GTL%20logo.jpg
BEST Life and Health Insurance Company,BEST Life,MO,http://hersheys.newslinevine.com/images/full/best_life_logo.jpg
Celtic Insurance Company,Ambetter from Superior HealthPlan,TX,http://www.superiorhealthplan.com/files/2014/12/Superior-TX_logo.jpg
AMERICAN FIDELITY ASSURANCE COMPANY,,TN,http://www.insurancelevel.com/company/logo/american-fidelity.jpg
"Oxford Health Insurance, Inc.",UnitedHealthcare Oxford,CT,https://www.unitedhealthcareonline.com/ccmcontent/ProviderII/UHC/en-US/Assets/Images/Affiliates/OXHP_K_horizsmall.jpg
Trustmark Insurance Company,,SC,http://www.insurersreviewservices.com/carrier_logos/trustmark.gif
Aetna Life Insurance Company,Aetna,DE,http://img.zanda.com/item/18070410000098/1024x768/Aetna_logo.jpg
Shelter Life Insurance Company,,OK,http://www.yellville.com/shelter-insurance-logo_copy.jpg
Community Insurance Company,,OH,http://www.bankersfinancialcorp.com/wp-content/uploads/2012/09/fcic.png
Standard Security Life Insurance Company of New York,,CA,http://ww1.prweb.com/prfiles/2014/06/26/11977699/StandardSecurity_logo.jpg
United of Omaha Life Insurance Company,,MO,https://www.immediateannuities.com/images/logos-insco/united-omaha.jpg
Premier Access Insurance Company,,FL,https://westernhealthadvantage.files.wordpress.com/2011/12/premieraccesslogo.jpg?w=300&h=188
Standard Life and Accident Insurance Company,,WI,https://www.dignityplanning.com/standardlife/images/SLAICO-LOGO-COLOR_WITHPATH1_NO-CITY.gif
Nippon Life Insurance Company of America,,HI,http://2.bp.blogspot.com/_-1ofYfWAqlo/TP0nnO8cKJI/AAAAAAAABRc/41eMQjQtwqg/s1600/nippon+paint+logo.png
Symetra Life Insurance Company,,IA,http://www.studio-hinrichs.com/blog/wp-content/uploads/2012/04/symetra.jpg
Central United Life Insurance Company,,AK,http://www.manhattanlife.com/Portals/0/LayerSlider3D/490/cul.png
Liberty National Life Insurance Co,,IL,http://www.preciseleads.com/images/integrationLogos/liberty-national-life-insurance.gif
Union Security Insurance Company,Assurant Employee Benefits,HI,http://www.assurantemployeebenefits.com/wps/themes/html/Assurant/assets/images/btns/logo.gif
FFE RR Test Issuer 682,FFE RR Test Issuer 682,NC,http://2.bp.blogspot.com/-fl5ducujvyA/T8k9NOU6DQI/AAAAAAAABoo/9qzh2648pqQ/s1600/karate-do-kung-fu-shaolin-te-ashi-do+(591)-1-10.JPG
"MedAssets Services, LLC",,DE,http://www.medassets.com/_assets/images/medassets-logo.png
New York Life Insurance Co.,,AL,http://logonoid.com/images/new-york-life-logo.png
Tokio Marine Pacific Insurance Limited,,GU,http://static.ipaustralia.com.au/store3/14/41/1441463.1.high.jpg
Blue Cross and Blue Shield of Nebraska,Blue Cross and Blue Shield of Nebraska,NE,http://dhhs.ne.gov/publichealth/PublishingImages/BCBSNE.gif
"Bader Rutter & Associates, Inc.",Bader Rutter,WI,https://m1.behance.net/rendition/modules/100185537/disp/bdbaefe50b215338781a8248d6214890.jpg
Priority Health,Priority Health,MI,http://signaturechefsauctionkazoo.com/wp-content/uploads/2013/09/PriorityHealth-logo_2C_horizontal-011.jpg
Health Net Life Insurance Company,Health Net Life Insurance Company,CT,http://premierhealthplansolutions.com/files/health-net.jpg
